,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
427,7.0,1492.0,231.0,1493.0,410.0,,,,,,,,,,
428,92.0,1494.0,9.0,331.0,19.0,485.0,,,,,,,,,
429,33.0,806.0,100.0,243.0,5.0,,,,,,,,,,
430,1.0,1495.0,498.0,332.0,,,,,,,,,,,
431,543.0,1496.0,37.0,1497.0,1.0,,,,,,,,,,
432,3.0,1498.0,6.0,120.0,,,,,,,,,,,
433,6.0,,,,,,,,,,,,,,
434,544.0,1499.0,273.0,1.0,301.0,,,,,,,,,,
435,1500.0,12.0,1501.0,1502.0,,,,,,,,,,,
436,1.0,1503.0,1504.0,19.0,,,,,,,,,,,
437,272.0,55.0,805.0,2.0,1505.0,,,,,,,,,,
438,3.0,159.0,172.0,1506.0,,,,,,,,,,,
439,11.0,1507.0,17.0,807.0,5.0,,,,,,,,,,
440,808.0,274.0,1.0,1508.0,,,,,,,,,,,
441,1509.0,42.0,4.0,1510.0,,,,,,,,,,,
442,739.0,121.0,16.0,1511.0,,,,,,,,,,,
443,1512.0,1513.0,27.0,1514.0,1515.0,,,,,,,,,,
444,58.0,809.0,810.0,1516.0,,,,,,,,,,,
445,2.0,22.0,36.0,1517.0,811.0,1518.0,1519.0,1520.0,1521.0,,,,,,
446,101.0,812.0,813.0,59.0,,,,,,,,,,,
447,17.0,124.0,194.0,545.0,122.0,1522.0,8.0,,,,,,,,
448,198.0,814.0,1523.0,1524.0,,,,,,,,,,,
449,135.0,815.0,1525.0,,,,,,,,,,,,
450,199.0,546.0,53.0,199.0,,,,,,,,,,,
451,112.0,1526.0,816.0,,,,,,,,,,,,
452,180.0,547.0,817.0,1527.0,1528.0,,,,,,,,,,
453,411.0,1529.0,1530.0,1531.0,138.0,,,,,,,,,,
454,412.0,67.0,10.0,35.0,20.0,1532.0,226.0,,,,,,,,
455,50.0,153.0,2.0,104.0,23.0,474.0,,,,,,,,,
456,88.0,333.0,192.0,1533.0,6.0,1534.0,,,,,,,,,
457,198.0,83.0,13.0,1535.0,,,,,,,,,,,
458,1.0,303.0,5.0,134.0,,,,,,,,,,,
459,46.0,257.0,50.0,1536.0,,,,,,,,,,,
460,1537.0,150.0,398.0,263.0,,,,,,,,,,,
461,548.0,145.0,,,,,,,,,,,,,
462,1.0,1538.0,5.0,549.0,,,,,,,,,,,
463,199.0,114.0,53.0,199.0,,,,,,,,,,,
464,5.0,275.0,128.0,1539.0,1540.0,,,,,,,,,,
465,7.0,10.0,1541.0,1542.0,1.0,,,,,,,,,,
466,276.0,35.0,413.0,,,,,,,,,,,,
467,20.0,277.0,4.0,64.0,1543.0,64.0,64.0,,,,,,,,
468,28.0,278.0,393.0,42.0,,,,,,,,,,,
469,50.0,2.0,550.0,,,,,,,,,,,,
470,1544.0,413.0,413.0,,,,,,,,,,,,
471,306.0,182.0,818.0,818.0,,,,,,,,,,,
472,154.0,1545.0,1546.0,,,,,,,,,,,,
473,551.0,551.0,551.0,1547.0,180.0,121.0,5.0,,,,,,,,
474,35.0,35.0,35.0,13.0,1548.0,35.0,,,,,,,,,
475,552.0,552.0,552.0,13.0,276.0,1549.0,,,,,,,,,
476,35.0,35.0,35.0,227.0,819.0,279.0,820.0,,,,,,,,
477,9.0,151.0,2.0,23.0,,,,,,,,,,,
478,27.0,1550.0,8.0,39.0,,,,,,,,,,,
479,276.0,35.0,413.0,,,,,,,,,,,,
480,28.0,278.0,393.0,42.0,,,,,,,,,,,
481,1.0,40.0,821.0,13.0,30.0,1551.0,,,,,,,,,
482,227.0,819.0,279.0,820.0,,,,,,,,,,,
483,25.0,822.0,1.0,,,,,,,,,,,,
484,1552.0,1553.0,19.0,5.0,38.0,,,,,,,,,,
485,160.0,1.0,52.0,2.0,132.0,,,,,,,,,,
486,823.0,320.0,278.0,1554.0,316.0,,,,,,,,,,
487,2.0,1.0,,,,,,,,,,,,,
488,33.0,539.0,125.0,405.0,,,,,,,,,,,
489,553.0,25.0,,,,,,,,,,,,,
490,554.0,1555.0,312.0,,,,,,,,,,,,
491,1556.0,1557.0,414.0,824.0,,,,,,,,,,,
492,1558.0,1559.0,116.0,1560.0,,,,,,,,,,,
493,35.0,334.0,1561.0,,,,,,,,,,,,
494,2.0,1.0,1562.0,316.0,,,,,,,,,,,
495,94.0,1563.0,4.0,200.0,1.0,,,,,,,,,,
496,2.0,555.0,556.0,,,,,,,,,,,,
497,32.0,155.0,415.0,189.0,,,,,,,,,,,
498,141.0,1564.0,383.0,,,,,,,,,,,,
499,45.0,10.0,17.0,83.0,,,,,,,,,,,
500,1565.0,1566.0,,,,,,,,,,,,,
501,825.0,78.0,541.0,18.0,4.0,826.0,,,,,,,,,
502,81.0,9.0,827.0,1567.0,38.0,,,,,,,,,,
503,152.0,4.0,9.0,184.0,111.0,,,,,,,,,,
504,50.0,302.0,,,,,,,,,,,,,
505,73.0,828.0,90.0,2.0,3.0,,,,,,,,,,
506,118.0,1568.0,83.0,1569.0,,,,,,,,,,,
507,829.0,1570.0,,,,,,,,,,,,,
508,20.0,41.0,1.0,1571.0,,,,,,,,,,,
509,2.0,171.0,9.0,,,,,,,,,,,,
510,232.0,45.0,10.0,1.0,3.0,,,,,,,,,,
511,232.0,557.0,29.0,830.0,,,,,,,,,,,
512,1.0,43.0,25.0,,,,,,,,,,,,
513,558.0,1572.0,1573.0,,,,,,,,,,,,
514,41.0,1574.0,,,,,,,,,,,,,
515,24.0,556.0,690.0,416.0,,,,,,,,,,,
516,83.0,64.0,183.0,1575.0,280.0,,,,,,,,,,
517,122.0,1576.0,559.0,34.0,84.0,,,,,,,,,,
518,60.0,220.0,2.0,23.0,560.0,535.0,,,,,,,,,
519,12.0,831.0,158.0,417.0,,,,,,,,,,,
520,2.0,561.0,99.0,418.0,,,,,,,,,,,
521,172.0,1.0,3.0,382.0,,,,,,,,,,,
522,17.0,83.0,73.0,,,,,,,,,,,,
523,261.0,1577.0,,,,,,,,,,,,,
524,46.0,12.0,327.0,1578.0,6.0,,,,,,,,,,
525,9.0,3.0,233.0,,,,,,,,,,,,
526,232.0,557.0,29.0,335.0,,,,,,,,,,,
527,558.0,832.0,562.0,1579.0,,,,,,,,,,,
528,75.0,1580.0,,,,,,,,,,,,,
529,94.0,1581.0,91.0,98.0,,,,,,,,,,,
530,99.0,1582.0,419.0,,,,,,,,,,,,
531,25.0,1583.0,,,,,,,,,,,,,
532,1584.0,1585.0,,,,,,,,,,,,,
533,833.0,1586.0,,,,,,,,,,,,,
534,39.0,1587.0,,,,,,,,,,,,,
535,1588.0,399.0,62.0,,,,,,,,,,,,
536,1589.0,71.0,478.0,,,,,,,,,,,,
537,834.0,1590.0,,,,,,,,,,,,,
538,1591.0,835.0,,,,,,,,,,,,,
539,217.0,66.0,836.0,,,,,,,,,,,,
540,837.0,39.0,1592.0,216.0,150.0,,,,,,,,,,
541,1593.0,563.0,95.0,69.0,,,,,,,,,,,
542,838.0,11.0,1594.0,112.0,,,,,,,,,,,
543,1595.0,6.0,,,,,,,,,,,,,
544,839.0,82.0,257.0,420.0,,,,,,,,,,,
545,1596.0,1597.0,223.0,,,,,,,,,,,,
546,12.0,395.0,1598.0,,,,,,,,,,,,
547,81.0,29.0,15.0,840.0,,,,,,,,,,,
548,9.0,175.0,1599.0,,,,,,,,,,,,
549,841.0,3.0,842.0,,,,,,,,,,,,
550,1600.0,835.0,,,,,,,,,,,,,
551,176.0,836.0,,,,,,,,,,,,,
552,564.0,1601.0,1602.0,,,,,,,,,,,,
553,11.0,1603.0,165.0,1604.0,1605.0,,,,,,,,,,
554,1606.0,1.0,565.0,309.0,139.0,,,,,,,,,,
555,1607.0,843.0,42.0,1608.0,153.0,,,,,,,,,,
556,837.0,13.0,299.0,146.0,150.0,,,,,,,,,,
557,1609.0,566.0,126.0,69.0,,,,,,,,,,,
558,838.0,45.0,113.0,844.0,112.0,,,,,,,,,,
559,1610.0,6.0,,,,,,,,,,,,,
560,567.0,270.0,1611.0,30.0,,,,,,,,,,,
561,180.0,121.0,35.0,,,,,,,,,,,,
562,156.0,1612.0,1613.0,,,,,,,,,,,,
563,1614.0,168.0,54.0,275.0,,,,,,,,,,,
564,154.0,1.0,4.0,,,,,,,,,,,,
565,568.0,508.0,1615.0,,,,,,,,,,,,
566,1616.0,62.0,1617.0,1618.0,,,,,,,,,,,
567,5.0,151.0,8.0,845.0,561.0,,,,,,,,,,
568,73.0,824.0,57.0,547.0,,,,,,,,,,,
569,1619.0,156.0,27.0,395.0,12.0,,,,,,,,,,
570,1620.0,2.0,301.0,,,,,,,,,,,,
571,1621.0,2.0,22.0,,,,,,,,,,,,
572,1622.0,160.0,,,,,,,,,,,,,
573,4.0,5.0,175.0,491.0,123.0,,,,,,,,,,
574,281.0,84.0,9.0,1623.0,,,,,,,,,,,
575,846.0,282.0,168.0,62.0,,,,,,,,,,,
576,1.0,40.0,505.0,37.0,84.0,,,,,,,,,,
577,67.0,136.0,1.0,4.0,,,,,,,,,,,
578,220.0,2.0,51.0,5.0,1.0,,,,,,,,,,
579,15.0,1624.0,21.0,1625.0,,,,,,,,,,,
580,48.0,784.0,2.0,,,,,,,,,,,,
581,3.0,27.0,1626.0,55.0,569.0,,,,,,,,,,
582,1627.0,76.0,522.0,,,,,,,,,,,,
583,1628.0,282.0,1629.0,,,,,,,,,,,,
584,1630.0,97.0,37.0,336.0,,,,,,,,,,,
585,847.0,1631.0,1632.0,,,,,,,,,,,,
586,2.0,3.0,570.0,,,,,,,,,,,,
587,1633.0,35.0,1634.0,1635.0,335.0,,,,,,,,,,
588,848.0,46.0,,,,,,,,,,,,,
589,145.0,268.0,18.0,849.0,,,,,,,,,,,
590,7.0,10.0,1636.0,79.0,,,,,,,,,,,
591,421.0,571.0,2.0,1637.0,,,,,,,,,,,
592,376.0,117.0,161.0,,,,,,,,,,,,
593,850.0,6.0,34.0,,,,,,,,,,,,
594,2.0,52.0,1638.0,,,,,,,,,,,,
595,22.0,1639.0,1640.0,,,,,,,,,,,,
596,108.0,572.0,422.0,29.0,34.0,,,,,,,,,,
597,2.0,234.0,171.0,1641.0,,,,,,,,,,,
598,13.0,59.0,1.0,155.0,397.0,,,,,,,,,,
599,201.0,160.0,,,,,,,,,,,,,
600,17.0,51.0,5.0,,,,,,,,,,,,
601,270.0,136.0,17.0,379.0,,,,,,,,,,,
602,423.0,1642.0,,,,,,,,,,,,,
603,851.0,424.0,146.0,73.0,202.0,,,,,,,,,,
604,1.0,89.0,852.0,46.0,,,,,,,,,,,
605,1643.0,252.0,,,,,,,,,,,,,
606,9.0,3.0,233.0,,,,,,,,,,,,
607,1644.0,5.0,63.0,15.0,199.0,,,,,,,,,,
608,692.0,1.0,35.0,169.0,133.0,,,,,,,,,,
609,119.0,47.0,401.0,47.0,573.0,,,,,,,,,,
610,385.0,764.0,1.0,104.0,1645.0,,,,,,,,,,
611,144.0,176.0,1646.0,231.0,39.0,141.0,1647.0,,,,,,,,
612,57.0,1648.0,67.0,181.0,95.0,,,,,,,,,,
613,63.0,15.0,1.0,175.0,1649.0,,,,,,,,,,
614,10.0,247.0,12.0,21.0,11.0,78.0,321.0,78.0,,,,,,,
615,574.0,373.0,74.0,63.0,297.0,1650.0,78.0,,,,,,,,
616,58.0,1651.0,103.0,337.0,50.0,,,,,,,,,,
617,500.0,783.0,126.0,853.0,,,,,,,,,,,
618,1.0,58.0,315.0,3.0,566.0,,,,,,,,,,
619,1652.0,103.0,337.0,50.0,,,,,,,,,,,
620,182.0,338.0,5.0,199.0,,,,,,,,,,,
621,1.0,1653.0,1654.0,159.0,,,,,,,,,,,
622,25.0,795.0,176.0,34.0,,,,,,,,,,,
623,568.0,53.0,256.0,28.0,425.0,426.0,,,,,,,,,
624,198.0,54.0,14.0,339.0,,,,,,,,,,,
625,568.0,,,,,,,,,,,,,,
626,329.0,45.0,28.0,425.0,426.0,,,,,,,,,,
627,108.0,45.0,427.0,14.0,428.0,,,,,,,,,,
628,28.0,1655.0,,,,,,,,,,,,,
629,4.0,14.0,479.0,,,,,,,,,,,,
630,235.0,25.0,575.0,,,,,,,,,,,,
631,235.0,25.0,52.0,,,,,,,,,,,,
632,14.0,429.0,222.0,854.0,,,,,,,,,,,
633,20.0,1656.0,20.0,340.0,157.0,,,,,,,,,,
634,2.0,52.0,1657.0,410.0,,,,,,,,,,,
635,576.0,340.0,1658.0,,,,,,,,,,,,
636,855.0,17.0,40.0,1659.0,271.0,,,,,,,,,,
637,65.0,11.0,322.0,236.0,1660.0,256.0,89.0,,,,,,,,
638,4.0,14.0,4.0,14.0,,,,,,,,,,,
639,195.0,341.0,856.0,,,,,,,,,,,,
640,857.0,1661.0,858.0,,,,,,,,,,,,
641,177.0,859.0,78.0,,,,,,,,,,,,
642,106.0,341.0,11.0,366.0,341.0,195.0,341.0,,,,,,,,
643,430.0,6.0,28.0,425.0,426.0,,,,,,,,,,
644,131.0,14.0,1662.0,1663.0,5.0,,,,,,,,,,
645,577.0,,,,,,,,,,,,,,
646,3.0,6.0,28.0,425.0,426.0,,,,,,,,,,
647,131.0,49.0,860.0,,,,,,,,,,,,
648,411.0,1664.0,,,,,,,,,,,,,
649,553.0,25.0,575.0,,,,,,,,,,,,
650,553.0,25.0,,,,,,,,,,,,,
651,195.0,14.0,429.0,222.0,854.0,,,,,,,,,,
652,20.0,578.0,861.0,20.0,114.0,861.0,,,,,,,,,
653,14.0,52.0,1665.0,,,,,,,,,,,,
654,576.0,114.0,,,,,,,,,,,,,
655,195.0,341.0,856.0,,,,,,,,,,,,
656,2.0,102.0,,,,,,,,,,,,,
657,1666.0,16.0,14.0,,,,,,,,,,,,
658,75.0,3.0,431.0,,,,,,,,,,,,
659,4.0,6.0,34.0,579.0,,,,,,,,,,,
660,862.0,79.0,,,,,,,,,,,,,
661,75.0,862.0,79.0,,,,,,,,,,,,
662,2.0,2.0,1667.0,,,,,,,,,,,,
663,3.0,34.0,580.0,6.0,,,,,,,,,,,
664,855.0,17.0,40.0,1668.0,13.0,30.0,,,,,,,,,
665,65.0,33.0,175.0,1669.0,13.0,1670.0,,,,,,,,,
666,177.0,859.0,78.0,,,,,,,,,,,,
667,1.0,166.0,325.0,,,,,,,,,,,,
668,1671.0,1672.0,581.0,,,,,,,,,,,,
669,93.0,159.0,42.0,,,,,,,,,,,,
670,110.0,582.0,863.0,,,,,,,,,,,,
671,93.0,1673.0,1674.0,,,,,,,,,,,,
672,30.0,1675.0,21.0,1676.0,,,,,,,,,,,
673,267.0,31.0,1677.0,,,,,,,,,,,,
674,342.0,161.0,864.0,,,,,,,,,,,,
675,3.0,94.0,1678.0,,,,,,,,,,,,
676,574.0,1679.0,865.0,583.0,1.0,,,,,,,,,,
677,1680.0,69.0,863.0,,,,,,,,,,,,
678,1.0,166.0,19.0,1681.0,,,,,,,,,,,
679,5.0,275.0,12.0,128.0,432.0,,,,,,,,,,
680,1.0,75.0,866.0,,,,,,,,,,,,
681,1682.0,1683.0,867.0,,,,,,,,,,,,
682,1684.0,95.0,8.0,,,,,,,,,,,,
683,36.0,1685.0,1686.0,,,,,,,,,,,,
684,433.0,1687.0,19.0,93.0,139.0,584.0,,,,,,,,,
685,1688.0,1689.0,1690.0,90.0,,,,,,,,,,,
686,433.0,13.0,180.0,1691.0,90.0,,,,,,,,,,
687,13.0,203.0,301.0,868.0,28.0,,,,,,,,,,
688,41.0,1692.0,41.0,3.0,869.0,,,,,,,,,,
689,91.0,17.0,1693.0,400.0,,,,,,,,,,,
690,142.0,404.0,1694.0,142.0,404.0,1695.0,,,,,,,,,
691,237.0,114.0,1696.0,8.0,,,,,,,,,,,
692,41.0,83.0,129.0,249.0,178.0,47.0,,,,,,,,,
693,1697.0,166.0,274.0,,,,,,,,,,,,
694,1698.0,700.0,1699.0,99.0,,,,,,,,,,,
695,129.0,118.0,1700.0,8.0,,,,,,,,,,,
696,107.0,585.0,44.0,870.0,3.0,,,,,,,,,,
697,1701.0,362.0,194.0,871.0,1702.0,18.0,,,,,,,,,
698,14.0,308.0,1703.0,3.0,,,,,,,,,,,
699,17.0,586.0,1704.0,587.0,178.0,47.0,,,,,,,,,
700,155.0,4.0,10.0,1705.0,8.0,,,,,,,,,,
701,237.0,24.0,246.0,129.0,283.0,1706.0,,,,,,,,,
702,243.0,5.0,1707.0,588.0,,,,,,,,,,,
703,11.0,19.0,589.0,3.0,1708.0,,,,,,,,,,
704,6.0,34.0,339.0,18.0,123.0,37.0,,,,,,,,,
705,107.0,585.0,590.0,105.0,1709.0,,,,,,,,,,
706,14.0,3.0,5.0,1710.0,,,,,,,,,,,
707,11.0,362.0,55.0,4.0,47.0,14.0,,,,,,,,,
708,1711.0,421.0,571.0,104.0,,,,,,,,,,,
709,2.0,22.0,67.0,66.0,1712.0,,,,,,,,,,
710,203.0,858.0,591.0,82.0,1713.0,591.0,82.0,1714.0,1715.0,,,,,,
711,74.0,1716.0,90.0,2.0,284.0,1717.0,780.0,119.0,2.0,23.0,,,,,
712,1718.0,192.0,11.0,343.0,21.0,6.0,321.0,17.0,150.0,92.0,10.0,872.0,84.0,,
713,284.0,284.0,284.0,284.0,,,,,,,,,,,
714,98.0,1719.0,37.0,384.0,70.0,66.0,1720.0,6.0,,,,,,,
715,284.0,336.0,1.0,262.0,29.0,4.0,873.0,,,,,,,,
716,2.0,1721.0,11.0,366.0,1722.0,434.0,,,,,,,,,
717,592.0,435.0,16.0,10.0,235.0,1723.0,,,,,,,,,
718,110.0,6.0,76.0,400.0,14.0,22.0,585.0,,,,,,,,
719,874.0,702.0,97.0,5.0,264.0,76.0,103.0,,,,,,,,
720,83.0,24.0,1724.0,,,,,,,,,,,,
721,18.0,1725.0,99.0,738.0,,,,,,,,,,,
722,593.0,529.0,1726.0,875.0,876.0,416.0,,,,,,,,,
723,1727.0,1728.0,1729.0,,,,,,,,,,,,
724,14.0,147.0,14.0,,,,,,,,,,,,
725,2.0,594.0,2.0,73.0,3.0,,,,,,,,,,
726,46.0,877.0,43.0,36.0,436.0,,,,,,,,,,
727,14.0,4.0,1730.0,,,,,,,,,,,,
728,11.0,52.0,1731.0,,,,,,,,,,,,
729,3.0,8.0,1732.0,6.0,857.0,1733.0,6.0,,,,,,,,
730,1734.0,1735.0,1736.0,,,,,,,,,,,,
731,46.0,14.0,33.0,283.0,1737.0,,,,,,,,,,
732,14.0,330.0,2.0,3.0,,,,,,,,,,,
733,4.0,595.0,3.0,34.0,803.0,,,,,,,,,,
734,14.0,225.0,,,,,,,,,,,,,
735,4.0,22.0,66.0,1738.0,,,,,,,,,,,
736,878.0,1.0,31.0,588.0,,,,,,,,,,,
737,1739.0,5.0,,,,,,,,,,,,,
738,1.0,1740.0,,,,,,,,,,,,,
739,22.0,1741.0,,,,,,,,,,,,,
740,4.0,879.0,,,,,,,,,,,,,
741,880.0,1742.0,120.0,,,,,,,,,,,,
742,823.0,1743.0,120.0,,,,,,,,,,,,
743,48.0,2.0,285.0,1744.0,,,,,,,,,,,
744,1.0,111.0,285.0,79.0,,,,,,,,,,,
745,106.0,,,,,,,,,,,,,,
746,1.0,881.0,691.0,,,,,,,,,,,,
747,1745.0,77.0,,,,,,,,,,,,,
748,2.0,285.0,596.0,286.0,,,,,,,,,,,
749,4.0,44.0,,,,,,,,,,,,,
750,66.0,82.0,,,,,,,,,,,,,
751,2.0,1.0,1746.0,18.0,,,,,,,,,,,
752,1747.0,19.0,,,,,,,,,,,,,
753,298.0,,,,,,,,,,,,,,
754,596.0,1748.0,344.0,,,,,,,,,,,,
755,51.0,1749.0,344.0,,,,,,,,,,,,
756,4.0,596.0,1750.0,2.0,,,,,,,,,,,
757,1.0,6.0,34.0,437.0,285.0,,,,,,,,,,
758,63.0,584.0,344.0,,,,,,,,,,,,
759,115.0,,,,,,,,,,,,,,
760,1751.0,,,,,,,,,,,,,,
761,31.0,72.0,2.0,1752.0,,,,,,,,,,,
762,882.0,105.0,,,,,,,,,,,,,
763,7.0,878.0,1753.0,18.0,,,,,,,,,,,
764,471.0,7.0,883.0,1754.0,,,,,,,,,,,
765,13.0,51.0,1.0,,,,,,,,,,,,
766,1755.0,1756.0,,,,,,,,,,,,,
767,2.0,3.0,147.0,69.0,,,,,,,,,,,
768,1.0,1757.0,18.0,,,,,,,,,,,,
769,14.0,37.0,69.0,,,,,,,,,,,,
770,1758.0,8.0,,,,,,,,,,,,,
771,4.0,1.0,3.0,8.0,105.0,,,,,,,,,,
772,16.0,541.0,18.0,,,,,,,,,,,,
773,1759.0,12.0,104.0,,,,,,,,,,,,
774,884.0,,,,,,,,,,,,,,
775,10.0,247.0,371.0,79.0,,,,,,,,,,,
776,73.0,123.0,3.0,369.0,8.0,,,,,,,,,,
777,371.0,264.0,8.0,,,,,,,,,,,,
778,2.0,118.0,1760.0,,,,,,,,,,,,
779,2.0,80.0,1761.0,252.0,,,,,,,,,,,
780,88.0,1762.0,82.0,,,,,,,,,,,,
781,73.0,123.0,3.0,287.0,,,,,,,,,,,
782,2.0,80.0,178.0,,,,,,,,,,,,
783,560.0,34.0,371.0,,,,,,,,,,,,
784,1763.0,1764.0,,,,,,,,,,,,,
785,184.0,300.0,56.0,,,,,,,,,,,,
786,1765.0,12.0,3.0,72.0,,,,,,,,,,,
787,546.0,53.0,438.0,175.0,,,,,,,,,,,
788,237.0,24.0,324.0,885.0,,,,,,,,,,,
789,491.0,72.0,3.0,,,,,,,,,,,,
790,11.0,36.0,387.0,,,,,,,,,,,,
791,126.0,1766.0,175.0,,,,,,,,,,,,
792,1767.0,58.0,,,,,,,,,,,,,
793,71.0,1768.0,29.0,,,,,,,,,,,,
794,1769.0,886.0,170.0,1770.0,,,,,,,,,,,
795,5.0,30.0,,,,,,,,,,,,,
796,1771.0,1772.0,885.0,,,,,,,,,,,,
797,31.0,194.0,,,,,,,,,,,,,
798,887.0,1773.0,,,,,,,,,,,,,
799,242.0,1774.0,888.0,887.0,,,,,,,,,,,
800,438.0,62.0,1.0,62.0,,,,,,,,,,,
801,12.0,3.0,1775.0,1776.0,,,,,,,,,,,
802,303.0,1777.0,1778.0,29.0,,,,,,,,,,,
803,1.0,124.0,1779.0,3.0,,,,,,,,,,,
804,57.0,67.0,156.0,71.0,236.0,,,,,,,,,,
805,67.0,105.0,1780.0,,,,,,,,,,,,
806,1781.0,170.0,,,,,,,,,,,,,
807,308.0,1782.0,11.0,3.0,,,,,,,,,,,
808,1783.0,1784.0,279.0,,,,,,,,,,,,
809,2.0,80.0,,,,,,,,,,,,,
810,81.0,438.0,3.0,157.0,,,,,,,,,,,
811,438.0,175.0,,,,,,,,,,,,,
812,2.0,80.0,889.0,1785.0,,,,,,,,,,,
813,135.0,3.0,,,,,,,,,,,,,
814,31.0,248.0,1786.0,,,,,,,,,,,,
815,1787.0,2.0,80.0,,,,,,,,,,,,
816,81.0,204.0,890.0,,,,,,,,,,,,
817,242.0,323.0,255.0,,,,,,,,,,,,
818,10.0,29.0,391.0,214.0,,,,,,,,,,,
819,592.0,4.0,92.0,1788.0,43.0,191.0,,,,,,,,,
820,1789.0,121.0,18.0,,,,,,,,,,,,
821,1790.0,87.0,286.0,,,,,,,,,,,,
822,1791.0,121.0,37.0,1792.0,37.0,,,,,,,,,,
823,59.0,1793.0,34.0,37.0,185.0,282.0,18.0,,,,,,,,
824,205.0,1794.0,2.0,23.0,122.0,1795.0,,,,,,,,,
825,355.0,597.0,214.0,,,,,,,,,,,,
826,355.0,355.0,597.0,214.0,,,,,,,,,,,
827,560.0,127.0,18.0,1.0,1796.0,,,,,,,,,,
828,891.0,1797.0,1798.0,,,,,,,,,,,,
829,1799.0,1800.0,1801.0,18.0,,,,,,,,,,,
830,1802.0,892.0,108.0,229.0,193.0,,,,,,,,,,
831,36.0,218.0,717.0,317.0,238.0,43.0,18.0,,,,,,,,
832,1803.0,5.0,893.0,,,,,,,,,,,,
833,11.0,99.0,893.0,,,,,,,,,,,,
834,118.0,9.0,151.0,8.0,439.0,1804.0,,,,,,,,,
835,50.0,874.0,1805.0,581.0,,,,,,,,,,,
836,99.0,583.0,71.0,279.0,843.0,,,,,,,,,,
837,1.0,1806.0,139.0,1807.0,480.0,,,,,,,,,,
838,1808.0,20.0,894.0,87.0,,,,,,,,,,,
839,12.0,895.0,252.0,850.0,598.0,,,,,,,,,,
840,81.0,7.0,9.0,1809.0,,,,,,,,,,,
841,3.0,20.0,264.0,419.0,,,,,,,,,,,
842,118.0,144.0,58.0,809.0,,,,,,,,,,,
843,1810.0,93.0,894.0,87.0,,,,,,,,,,,
844,14.0,241.0,93.0,1811.0,,,,,,,,,,,
845,206.0,440.0,441.0,442.0,,,,,,,,,,,
846,46.0,17.0,441.0,442.0,,,,,,,,,,,
847,4.0,443.0,9.0,283.0,599.0,,,,,,,,,,
848,206.0,1812.0,344.0,,,,,,,,,,,,
849,896.0,440.0,441.0,442.0,,,,,,,,,,,
